serialno,weight,cut,color,clarity,mine,price,depth,table,x,y,z
AA789655,1.02,Very Good,G,SI2,EAST,4291,61.6,61,6.46,6.47,3.98
AA356159,0.75,Premium,F,SI2,EAST,1881,59.8,60,5.96,5.92,3.55
AA436910,1.05,Ideal,D,VVS2,NORTH,11196,61.9,54,6.53,6.55,4.05
AA795316,0.37,Premium,E,SI1,WEST,833,61.8,58,4.64,4.59,2.85
AA232872,0.31,Ideal,D,SI1,EAST,732,62.4,53,4.35,4.33,2.71
AA827478,1.52,Premium,H,VS2,SOUTH,8001,61,61,7.45,7.38,4.52
AA451963,0.38,Ideal,H,VVS2,WEST,832,62.1,53.9,4.64,4.69,2.9
AA155013,0.35,Premium,J,VS1,EAST,949,62.4,58,5.67,5.64,3.53
AA539944,1.24,Very Good,I,SI1,SOUTH,5584,60,59,6.98,7.01,4.2
AA520889,0.36,Good,E,SI2,WEST,505,63.7,54,4.52,4.55,2.89
AA327630,1.01,Very Good,F,VS2,NORTH,6271,63.1,60,6.39,6.29,4
AA45765,0.42,Premium,I,SI2,WEST,709,61.5,59,4.84,4.78,2.96
AA873265,0.3,Premium,E,VS1,EAST,851,60.6,62,4.3,4.28,2.6
AA105013,0.64,Good,E,SI2,WEST,1080,56.6,59,5.77,5.74,3.26
AA708557,2.19,Ideal,H,SI2,NORTH,17433,62,56,8.36,8.48,5.22
AA51659,0.55,Premium,G,VS2,EAST,1556,59.6,59,5.36,5.32,3.18
AA545676,0.3,Ideal,F,SI1,WEST,475,61.9,56,4.3,4.32,2.67
AA266571,1.01,Ideal,H,SI1,SOUTH,4767,61.9,58,6.42,6.48,3.99
AA160544,1.5,Premium,H,VS1,NORTH,11189,59.9,60,7.44,7.39,4.44
AA239010,1.2,Premium,H,SI1,SOUTH,5899,62.4,59,6.73,6.7,4.19
AA771659,0.31,Ideal,D,VS1,EAST,863,62,57,4.35,4.33,2.69
AA544188,0.5,Very Good,D,SI1,EAST,1436,58.8,60,5.18,5.2,3.05
AA914790,1.33,Very Good,J,VS2,SOUTH,5785,62.7,59,6.97,7.01,4.38
AA582428,0.33,Premium,G,VVS2,WEST,752,61.7,58,4.39,4.42,2.72
AA320274,0.3,Good,J,VVS2,WEST,483,57.4,61,4.41,4.44,2.54
AA721563,0.27,Ideal,G,VVS2,WEST,641,62.8,56,4.12,4.16,2.6
AA768681,0.7,Very Good,G,VS2,EAST,2539,59.3,60,5.77,5.83,3.43
AA923240,0.71,Very Good,H,SI1,EAST,2210,63.1,56,5.62,5.69,3.57
AA449520,1.61,Good,G,VS2,NORTH,9467,63.8,58,7.43,7.36,4.72
AA886580,0.44,Premium,H,VS2,WEST,1040,61.3,58,4.91,4.88,3
AA125653,1.02,Good,E,SI2,SOUTH,4712,63.2,56,6.37,6.41,4.04
AA246483,1.23,Premium,H,SI1,EAST,5183,62.1,58,6.85,6.78,4.23
AA677315,0.4,Premium,F,VS1,EAST,1050,60.4,59,4.76,4.75,2.87
AA382679,0.73,Ideal,E,SI2,EAST,2059,59.9,57,5.87,5.82,3.5
AA147626,0.53,Very Good,J,VS2,WEST,1114,62.9,58,5.16,5.18,3.25
AA221893,0.81,Ideal,E,SI1,SOUTH,3913,61.9,55,5.98,6.01,3.71
AA717589,2.01,Very Good,J,SI1,NORTH,12084,61.6,60,7.99,8.02,4.93
AA991813,0.51,Ideal,E,VS1,EAST,1841,62,57,5.11,5.15,3.18
AA582715,0.4,Ideal,G,VS2,WEST,807,62.3,57,4.7,4.71,2.93
AA933573,1,Very Good,F,SI2,SOUTH,4749,63.3,60,6.32,6.25,3.98
AA450999,0.56,Ideal,E,VS2,EAST,1882,61.4,57,5.35,5.31,3.27
AA337608,1.89,Ideal,H,VS1,NORTH,17553,61.6,56,7.92,7.95,4.89
AA135755,0.32,Very Good,J,VS1,WEST,421,60.6,59,4.42,4.46,2.69
AA436691,0.52,Ideal,E,VS1,EAST,1886,61.3,56,5.18,5.22,3.19
AA430166,0.56,Ideal,F,SI1,EAST,1394,60.1,58,5.36,5.39,3.23
AA461791,0.35,Ideal,E,VS1,EAST,851,61.9,56,4.53,4.55,2.81
AA745186,2.19,Good,I,SI2,SOUTH,11522,63.7,57,8.23,8.19,5.23
AA325603,0.53,Ideal,E,VS2,EAST,1721,60,57,5.24,5.3,3.16
AA228450,0.53,Ideal,E,VS1,EAST,2143,61.4,56,5.21,5.25,3.21
AA236528,0.97,Premium,I,VS2,EAST,3948,62.2,56,6.34,6.29,3.94
AA510435,0.33,Very Good,H,SI2,WEST,534,63.5,57,4.39,4.36,2.78
AA441923,0.27,Ideal,E,VVS1,EAST,586,62,56,4.16,4.19,2.59
AA396091,1.51,Good,I,VS1,NORTH,8975,65.9,56,7.02,7.09,4.65
AA312041,0.41,Ideal,E,VVS2,EAST,1187,61.4,57,4.76,4.79,2.93
AA930337,0.3,Ideal,F,VS2,EAST,776,61.1,56,4.33,4.31,2.64
AA539676,1.06,Premium,G,SI1,SOUTH,5113,61.5,59,6.57,6.53,4.03
AA293075,0.55,Ideal,D,SI1,EAST,1571,62.1,56,5.21,5.25,3.25
AA802983,1.53,Premium,G,VS2,NORTH,12717,61.8,59,7.45,7.31,4.56
AA620842,0.4,Premium,D,VS2,EAST,1050,61.7,59,4.75,4.72,2.92
AA58991,0.53,Good,F,SI1,EAST,1363,63.8,58,5.17,5.12,3.28
AA470655,1.06,Very Good,G,VS1,NORTH,7003,62,58,6.51,6.56,4.05
AA825806,0.31,Premium,G,VVS1,EAST,1046,62.1,59,4.39,4.34,2.71
AA183154,0.4,Premium,F,VS2,WEST,842,59.7,58,4.79,4.83,2.87
AA718691,1,Premium,G,SI1,EAST,3634,60.1,61,6.44,6.4,3.86
AA145338,1,Very Good,G,VVS2,NORTH,7242,62.1,59,6.34,6.45,3.97
AA923074,0.9,Premium,E,VS2,SOUTH,4687,62.6,59,6.14,6.06,3.82
AA613855,0.59,Very Good,I,SI1,WEST,1109,62.8,59,5.34,5.36,3.36
AA50262,2.06,Ideal,I,SI1,NORTH,16626,61.9,56,8.17,8.19,5.06
AA992124,1.5,Good,E,SI1,NORTH,12870,64.2,55,7.22,7.17,4.62
AA238102,1.01,Very Good,E,VS2,NORTH,6516,63.3,60,6.33,6.3,4
AA769472,0.32,Premium,G,VS2,WEST,561,61.5,60,4.36,4.39,2.69
AA77361,1.54,Ideal,G,VS2,NORTH,13761,60.6,57,7.55,7.49,4.56
AA263746,1.51,Very Good,H,SI2,SOUTH,7823,62.3,58,7.29,7.25,4.53
AA589298,1.09,Very Good,G,SI1,SOUTH,5305,60.2,60,6.66,6.7,4.02
AA869125,1.23,Ideal,G,SI1,NORTH,6509,61.4,56,6.94,6.91,4.25
AA630503,1.01,Ideal,D,SI1,NORTH,6579,63,56,6.36,6.41,4.02
AA29428,0.71,Premium,E,SI2,EAST,2271,61.8,57,5.73,5.67,3.52
AA171059,2.08,Very Good,H,SI2,NORTH,13206,63.4,59,8.06,8,5.09
AA368891,1.02,Very Good,J,SI2,EAST,3534,62.6,60,6.39,6.42,4.01
AA368590,3.01,Premium,I,I1,EAST,8040,62.7,58,9.1,8.97,5.67
AA999794,0.62,Good,J,SI1,WEST,1116,59.9,65,5.58,5.5,3.32
AA753643,1.5,Very Good,H,SI2,SOUTH,7161,62,63,7.24,7.28,4.5
AA294237,1.53,Ideal,H,SI1,NORTH,8289,61.9,58,7.38,7.42,4.58
AA820434,2.01,Fair,G,I1,EAST,6315,70.2,57,7.53,7.5,5.27
AA282683,0.23,Good,E,VVS1,WEST,472,64.4,57,3.87,3.9,2.5
AA844814,0.3,Good,H,SI1,WEST,432,63.1,56,4.27,4.29,2.7
AA428107,0.31,Very Good,H,VVS1,EAST,651,61.2,56,4.37,4.39,2.68
AA649802,0.32,Very Good,H,VS2,WEST,505,62.3,57,4.37,4.39,2.73
AA509180,0.33,Premium,H,VS1,WEST,540,62.4,60,4.39,4.42,2.75
AA292089,1.21,Good,G,VVS2,NORTH,6559,63.8,55,6.74,6.65,4.28
AA262417,0.52,Ideal,G,VVS2,EAST,1911,61.7,55,5.19,5.22,3.21
AA399240,0.84,Ideal,D,SI1,EAST,3265,61.5,54,6.07,6.13,3.75
AA853443,1.51,Ideal,G,VS1,NORTH,14674,61.9,57,7.37,7.34,4.55
AA868891,0.3,Ideal,G,VS2,EAST,675,63,55,4.31,4.29,2.71
AA12786,1.16,Premium,D,I1,EAST,3711,61.8,59,6.78,6.74,4.18
AA693868,1.01,Ideal,G,VS1,NORTH,6499,61.8,57,6.4,6.45,3.97
AA490093,0.7,Very Good,F,IF,NORTH,3887,61.5,58,5.65,5.7,3.49
AA517811,0.3,Very Good,G,SI1,WEST,432,62.1,58,4.26,4.28,2.65
AA496133,0.71,Premium,G,SI2,EAST,1963,62.4,59,5.67,5.61,3.52
AA497049,1.01,Very Good,G,VS2,NORTH,6773,62.9,54,6.35,6.4,4
AA682070,1.14,Ideal,E,VVS2,NORTH,10512,62.3,55,6.68,6.71,4.17
AA709324,1.01,Ideal,F,SI1,NORTH,5646,62.3,58,6.35,6.42,3.98
AA334187,0.38,Ideal,E,SI1,WEST,694,61,56,4.68,4.69,2.86
AA163909,0.37,Ideal,G,VS2,WEST,833,60.8,57,4.66,4.61,2.82
AA50474,0.32,Ideal,E,VVS1,EAST,813,60.9,56,4.41,4.43,2.69
AA205945,1.08,Ideal,I,VS2,SOUTH,5172,61.9,57,6.54,6.61,4.07
AA67191,0.41,Premium,F,VVS2,EAST,1192,60.6,58,4.84,4.79,2.92
AA858312,0.9,Very Good,J,SI1,EAST,2753,63.2,60,6.12,6.09,3.86
AA946883,1.02,Premium,H,VS2,NORTH,5312,62.5,56,6.45,6.42,4.02
AA635594,0.9,Very Good,G,SI1,EAST,3669,63.1,59,6.15,6.11,3.87
AA205227,1.03,Ideal,E,SI1,SOUTH,5234,62.2,57,6.42,6.48,4.01
AA762316,0.71,Fair,D,VS2,EAST,2596,64.4,56,5.63,5.58,3.61
AA797556,0.28,Very Good,E,VVS2,WEST,572,60.1,62,4.25,4.27,2.56
AA270420,0.36,Ideal,J,SI1,WEST,439,62.3,53,4.59,4.62,2.87
AA468920,0.8,Very Good,H,SI1,EAST,2919,62.5,56,5.92,5.96,3.71
AA464842,0.72,Good,G,SI1,EAST,2074,64,59,5.63,5.59,3.59
AA149585,0.78,Very Good,F,VS1,SOUTH,3744,61.7,55,5.89,5.94,3.65
AA730087,1.23,Premium,F,VVS2,NORTH,10844,58.5,59,7.07,6.98,4.11
AA329414,1.24,Ideal,G,VVS2,NORTH,10395,61.4,58,6.88,6.92,4.24
AA359931,1.02,Good,G,SI1,SOUTH,4964,63.6,58,6.34,6.39,4.05
AA375995,0.7,Ideal,F,VS1,EAST,2751,62,55,5.74,5.71,3.55
AA25719,1.13,Premium,H,VS2,SOUTH,5885,62.4,58,6.66,6.61,4.14
AA551711,1.03,Very Good,D,SI1,SOUTH,5498,62.6,58,6.44,6.49,4.05
AA593374,0.3,Very Good,F,SI1,WEST,500,61.7,59,4.29,4.33,2.66
AA967007,0.91,Premium,G,VS1,SOUTH,4570,62.5,61,6.17,6.05,3.82
AA392540,0.42,Good,E,VVS2,WEST,1042,61.9,61,4.72,4.78,2.94
AA658332,0.76,Very Good,E,VS1,SOUTH,3415,62.1,58,5.84,5.89,3.64
AA698751,0.3,Ideal,G,VVS2,WEST,665,61,57,4.31,4.34,2.64
AA904160,1.03,Ideal,D,SI2,NORTH,5836,60.7,58,6.51,6.53,3.96
AA801679,1.16,Very Good,D,SI2,EAST,5044,62.5,60,6.64,6.7,4.17
AA270827,0.43,Good,D,SI1,WEST,774,63.8,55,4.79,4.8,3.06
AA498354,1.52,Premium,D,SI2,SOUTH,6810,62.4,59,7.36,7.29,4.57
AA247702,0.91,Premium,E,SI2,EAST,3639,61.1,59,6.24,6.2,3.8
AA594654,0.7,Good,E,SI2,EAST,2159,63.1,56,5.63,5.66,3.56
AA758424,2.05,Premium,E,SI2,NORTH,17081,59.7,59,8.27,8.39,4.97
AA832573,1.03,Premium,E,SI2,EAST,4441,61,60,6.46,6.53,3.96
AA635169,0.27,Very Good,F,VVS1,WEST,544,59.7,59,4.19,4.22,2.51
AA543436,1.1,Premium,G,SI1,EAST,4712,59.6,60,6.74,6.7,4
AA941648,1.31,Very Good,D,VS2,NORTH,10409,59.5,61,7.16,7.19,4.27
AA184956,2.1,Ideal,F,SI2,NORTH,18124,61,60,8.22,8.2,5.01
AA640982,1,Very Good,H,VS2,NORTH,5139,63.3,53,0,0,0
AA578610,0.33,Ideal,G,VVS1,EAST,868,62,56,4.45,4.48,2.77
AA533659,0.33,Ideal,G,VVS2,EAST,752,62.5,54,4.41,4.45,2.77
AA293411,0.51,Ideal,H,IF,EAST,1899,60.3,58,5.15,5.17,3.11
AA271286,1.1,Ideal,H,VS1,NORTH,6470,61.4,57,6.65,6.64,4.08
AA735355,0.42,Ideal,G,VS1,WEST,921,61.4,56,4.82,4.85,2.97
AA758022,0.54,Ideal,H,VVS1,EAST,1944,60.4,55,5.32,5.27,3.2
AA892509,1,Good,E,SI2,EAST,3752,57.9,59,6.65,6.51,3.8
AA848115,0.28,Very Good,F,VS2,WEST,487,62.7,58,4.14,4.15,2.6
AA603103,0.9,Ideal,G,SI1,SOUTH,3841,62.6,56,6.16,6.23,3.88
AA559366,1.34,Very Good,H,VS2,NORTH,7965,61.4,58,7.13,7.07,4.36
AA227014,0.58,Ideal,F,VS2,EAST,1666,62.1,56,5.33,5.37,3.32
AA222648,0.52,Ideal,E,VS2,EAST,1689,62,55,5.14,5.19,3.2
AA471566,0.7,Fair,F,SI2,WEST,1564,66.4,56,5.51,5.42,3.63
AA494966,1.01,Premium,E,SI1,SOUTH,4853,59.6,59,6.53,6.46,3.87
AA540058,0.98,Very Good,H,VS2,SOUTH,4826,59.9,60,6.45,6.38,3.84
AA652683,0.42,Premium,D,VS2,WEST,825,61.3,58,4.8,4.83,2.95
AA52589,0.44,Ideal,E,VS2,EAST,1073,61.5,56,4.92,4.9,3.02
AA876681,0.83,Premium,J,SI2,EAST,2241,59.1,60,6.13,6.12,3.62
AA340975,0.7,Very Good,E,SI2,EAST,1964,60.2,64,5.67,5.7,3.42
AA949349,1.01,Ideal,F,VS1,NORTH,8077,60.9,57,6.52,6.49,3.96
AA62456,0.72,Ideal,G,SI2,EAST,2449,60.8,57,5.79,5.82,3.52
AA252857,0.32,Very Good,H,SI1,WEST,461,62.6,55,4.37,4.38,2.74
AA878850,1.21,Premium,I,SI2,SOUTH,5184,62.7,55,6.84,6.79,4.27
AA714153,0.3,Very Good,D,SI1,WEST,709,63.4,56,4.29,4.26,2.71
AA38310,2.02,Very Good,G,SI2,NORTH,12094,63.1,57,8.01,7.97,5.04
AA520095,0.5,Very Good,E,VS2,EAST,1629,63.4,58,5.06,5.04,3.2
AA219350,0.56,Premium,F,SI1,EAST,2016,62.7,59,5.27,5.22,3.29
AA78727,0.52,Very Good,D,SI1,EAST,1446,63.2,57,5.11,5.15,3.24
AA363335,0.3,Very Good,H,VVS1,EAST,819,63.1,54,4.34,4.28,2.72
AA189135,1,Premium,E,SI1,NORTH,5322,59.7,57,6.56,6.48,3.89
AA907857,0.71,Very Good,I,SI1,EAST,2502,60,56,5.86,5.83,3.51
AA827684,1.2,Very Good,E,SI1,NORTH,6703,61,59,6.91,6.83,4.19
AA716023,0.8,Ideal,D,VS2,NORTH,4781,61.3,56,5.97,6,3.67
AA303348,0.7,Very Good,F,SI1,EAST,2453,59.2,60,5.77,5.79,3.42
AA639070,0.27,Ideal,F,VS2,EAST,577,60.3,56,4.24,4.27,2.56
AA539135,0.4,Ideal,G,VS2,WEST,859,62.1,58,4.68,4.72,2.92
AA981578,1.01,Premium,F,SI2,EAST,4416,62.2,59,6.41,6.45,4
AA527869,0.32,Ideal,G,IF,EAST,954,60.9,56,4.41,4.43,2.69
AA302043,0.53,Ideal,H,VS2,EAST,1314,62.4,56,5.17,5.18,3.23
AA229246,0.3,Premium,F,VVS2,EAST,945,61,59,4.33,4.3,2.63
AA59632,0.34,Very Good,H,VVS2,WEST,632,61,55,4.52,4.55,2.76
AA738878,0.5,Fair,H,VS1,WEST,1134,67.1,58,4.94,4.89,3.3
AA734538,2.06,Premium,I,VS1,NORTH,15393,58.4,55,8.42,8.35,4.9
AA26921,0.41,Ideal,G,VVS1,EAST,1123,61,55,4.8,4.82,2.93
AA819706,0.32,Ideal,H,VS2,WEST,505,62.1,56,4.37,4.42,2.73
AA940694,2.06,Premium,F,I1,SOUTH,9967,58.7,61,8.33,8.31,4.88
AA927160,1.04,Ideal,F,VS2,NORTH,7459,62,55,6.47,6.52,4.03
AA671977,1.5,Ideal,I,I1,EAST,5412,61.8,57,7.31,7.39,4.54
AA315132,0.5,Very Good,G,SI1,EAST,1153,62.4,52,5.1,5.15,3.2
AA843191,0.31,Good,E,VS2,WEST,544,63.4,55,4.32,4.35,2.75
AA819251,1.03,Ideal,H,VVS2,NORTH,6638,62.2,55,6.43,6.49,4.03
AA588704,0.41,Premium,E,SI1,WEST,852,58.8,62,4.87,4.85,2.86
AA305445,2.21,Premium,H,SI2,NORTH,13872,59,59,8.51,8.46,5.01
AA259262,0.35,Ideal,E,SI2,WEST,630,61.7,56,4.55,4.53,2.8
AA638954,0.42,Ideal,E,VVS1,EAST,1400,61.6,56,4.81,4.84,2.97
AA771964,1.7,Very Good,H,SI1,NORTH,11560,63.6,59,7.46,7.55,4.77
AA247330,0.31,Ideal,D,VVS1,EAST,934,62.1,54,4.34,4.36,2.7
AA258473,1.54,Premium,F,VS2,NORTH,14188,62.8,58,7.33,7.29,4.59
AA903545,1.7,Good,I,SI2,EAST,7464,63.6,59,7.62,7.52,4.8
AA974992,0.33,Ideal,E,VS1,EAST,781,59.6,56,4.49,4.54,2.69
AA968398,0.7,Ideal,E,VS1,EAST,3016,62.7,57,5.65,5.7,3.56
AA708901,1.52,Ideal,F,VS2,NORTH,15792,62.9,53,7.36,7.31,4.61
AA57671,1.42,Premium,F,SI2,NORTH,7755,59.7,57,7.33,7.3,4.37
AA968941,0.52,Ideal,H,VS1,EAST,1577,62.4,55,5.19,5.17,3.23
AA216435,1.09,Very Good,D,SI2,EAST,3890,61.9,61,6.54,6.58,4.06
AA15094,0.51,Ideal,G,VVS2,EAST,1842,61.6,56,5.14,5.12,3.16
AA35578,0.58,Fair,G,VS1,EAST,1701,64.7,60,5.23,5.28,3.41
AA41295,0.36,Very Good,F,SI1,WEST,600,61.9,59,4.51,4.54,2.8
AA123461,0.79,Ideal,G,VVS2,SOUTH,3760,62.1,56,5.89,5.93,3.67
AA886478,0.51,Ideal,E,VS2,EAST,1781,61.7,54,5.18,5.13,3.18
AA443182,1,Good,G,VS2,SOUTH,5500,63.3,60,6.29,6.37,4.01
AA565711,0.81,Premium,F,SI1,EAST,2926,61.3,60,6,5.94,3.66
AA241373,0.54,Premium,F,VS1,EAST,1649,61.8,59,5.16,5.23,3.21
AA416920,0.7,Very Good,E,VS2,EAST,2553,62.8,57,5.66,5.68,3.56
AA992473,0.71,Ideal,D,VS1,SOUTH,3406,61.3,56,5.75,5.77,3.53
AA942706,0.51,Very Good,F,VVS2,EAST,2041,60.8,56,5.17,5.2,3.15
AA156,1.01,Ideal,E,SI1,NORTH,6346,61.1,57,6.5,6.47,3.96
AA597970,1.02,Premium,F,I1,EAST,2452,59.6,59,6.51,6.45,3.87
AA614905,1.06,Very Good,D,VS2,NORTH,7149,59.6,60,6.68,6.71,3.99
AA208494,0.3,Ideal,F,IF,EAST,873,59.4,60,4.37,4.39,2.6
AA798121,2.17,Very Good,J,SI2,NORTH,13782,60.8,59,8.37,8.41,5.1
AA125573,0.32,Premium,H,VVS1,EAST,936,62.9,58,4.37,4.34,2.74
AA128714,0.4,Premium,E,SI2,WEST,798,58.7,59,4.82,4.78,2.82
AA36464,0.7,Ideal,E,SI1,EAST,2576,61.8,56,5.72,5.68,3.52
AA570306,1.01,Good,F,VS1,NORTH,6825,61.2,56,6.42,6.49,3.95
AA401978,0.62,Ideal,H,VVS1,EAST,2197,61.1,56,5.48,5.52,3.36
AA346992,0.8,Ideal,H,VVS1,SOUTH,3732,61.8,57,5.93,5.89,3.65
AA626081,0.69,Fair,G,VS1,EAST,2235,61.2,65.4,5.58,5.64,3.42
AA796734,0.92,Very Good,D,VVS2,NORTH,7150,62.8,58,6.11,6.22,3.87
AA899907,1.21,Premium,H,SI1,SOUTH,6505,61.6,61,6.88,6.83,4.22
AA439619,0.7,Premium,D,VS1,SOUTH,3365,62.5,59,5.69,5.64,3.54
AA817898,1.02,Ideal,H,SI1,SOUTH,5079,59.9,56,6.54,6.51,3.91
AA365791,0.23,Good,E,VVS1,WEST,462,62.8,62,3.9,3.93,2.46
AA919897,0.3,Very Good,H,SI1,WEST,421,62.9,56,4.28,4.31,2.7
AA23220,0.43,Ideal,I,VVS1,WEST,968,62.2,57,4.84,4.81,3
AA451936,0.92,Premium,E,SI1,SOUTH,4562,59.8,59,6.33,6.37,3.8
AA872580,0.38,Ideal,E,VS2,EAST,866,61.7,55,4.66,4.68,2.88
AA105855,0.8,Ideal,E,SI1,SOUTH,4053,61.1,56,5.98,6.01,3.66
AA389608,0.31,Very Good,G,VVS2,EAST,907,63.4,59,4.29,4.26,2.71
AA682018,1.56,Premium,G,VS1,NORTH,14268,60.9,58,7.53,7.49,4.57
AA581425,1.28,Ideal,H,VVS1,NORTH,8759,61.7,55,6.97,7.01,4.31
AA452302,0.42,Premium,E,VS2,WEST,1024,61,59,4.85,4.82,2.95
AA502690,0.25,Very Good,D,VS1,WEST,388,60.8,60,4.07,4.09,2.48
AA466400,0.51,Good,D,SI1,EAST,1363,58.7,58,5.21,5.25,3.07
AA555442,0.55,Ideal,F,VVS1,NORTH,3005,61.2,54,5.3,5.35,3.26
AA21865,0.42,Ideal,F,VVS2,EAST,1221,61.1,57,4.84,4.82,2.95
AA20872,0.9,Ideal,G,VS1,NORTH,5540,62.1,56,6.15,6.19,3.83
AA763810,0.78,Very Good,F,SI2,EAST,2550,62.2,59,5.89,5.94,3.68
AA353665,1.51,Premium,I,SI1,NORTH,8794,62.2,60,7.3,7.23,4.52
AA335461,1.21,Premium,J,SI1,EAST,4770,59.9,60,6.89,6.86,4.12
AA649923,0.7,Very Good,G,VS2,EAST,2507,62.7,57,5.65,5.7,3.56
AA441264,0.41,Premium,J,VS1,WEST,830,60.8,61,4.79,4.72,2.89
AA317229,0.28,Very Good,D,VVS2,WEST,642,62.2,59,4.18,4.21,2.61
AA944145,0.42,Ideal,I,VS1,WEST,773,62,55,4.83,4.85,3
AA809380,1.11,Very Good,H,SI2,EAST,4456,59.8,60,6.66,6.75,4.01
AA696006,0.32,Very Good,I,SI1,WEST,421,61.6,61,4.36,4.4,2.7
AA746741,0.9,Very Good,H,SI2,EAST,3160,61.1,63,6.12,6.19,3.76
AA692849,0.4,Premium,G,VS2,WEST,753,61.9,58,4.74,4.76,2.94
AA252001,0.4,Ideal,G,VVS1,EAST,1043,62.3,54,4.75,4.76,2.96
AA662806,1.11,Premium,F,SI2,EAST,4612,58.9,60,6.8,6.74,3.99
AA699779,0.7,Fair,G,SI2,WEST,1420,69.3,60,5.41,5.35,3.72
AA81420,1.02,Ideal,D,IF,NORTH,15575,63,57,6.39,6.35,4.01
AA135482,0.66,Very Good,E,VS2,EAST,2443,63.3,56.3,5.47,5.55,3.48
AA718847,0.7,Ideal,J,VS1,EAST,1657,61.6,57,5.72,5.77,3.54
AA356530,1.55,Premium,I,VS2,SOUTH,7656,61.3,58,7.48,7.44,4.57
AA849018,0.31,Ideal,G,VS2,WEST,574,61.4,56,4.34,4.37,2.67
AA708319,1.5,Very Good,G,VS2,NORTH,12156,62.1,57,7.21,7.31,4.51
AA409566,0.42,Ideal,D,VVS1,EAST,1621,61.8,55,4.85,4.83,2.99
AA439766,0.61,Ideal,I,VS2,EAST,1380,62,54,5.44,5.49,3.39
AA930157,0.58,Ideal,F,SI2,WEST,1209,60.9,57,5.4,5.44,3.3
AA767979,0.3,Premium,F,SI2,WEST,506,62.2,58,4.33,4.22,2.66
AA595578,0.53,Ideal,F,SI1,EAST,1360,61.9,55,5.19,5.21,3.22
AA788939,0.39,Fair,E,SI1,WEST,601,65.6,60,4.5,4.56,2.97
AA728618,0.57,Ideal,F,VS1,EAST,2193,61,56,5.36,5.4,3.28
AA970932,1.52,Very Good,D,SI2,NORTH,9343,60.9,59,7.35,7.4,4.49
AA83784,0.6,Good,I,VS1,WEST,1378,60.1,62,5.42,5.49,3.28
AA387465,0.72,Very Good,F,VS1,SOUTH,3229,62.2,57,5.7,5.74,3.56
AA852788,0.51,Very Good,E,SI2,WEST,1098,62,57,5.09,5.13,3.17
AA275474,0.55,Premium,D,SI1,EAST,1580,62.7,59,5.22,5.25,3.28
AA336255,1.22,Premium,F,VS2,NORTH,8733,62,58,6.89,6.86,4.26
AA685291,1.15,Ideal,G,VVS2,NORTH,8592,62.5,53,6.69,6.72,4.18
AA569772,0.24,Very Good,E,VS1,WEST,378,60.1,57,4.08,4.1,2.46
AA746780,2.2,Ideal,G,SI2,NORTH,14691,59.9,57,8.54,8.49,5.1
AA540030,1.02,Very Good,G,VS1,NORTH,6861,63.3,58,6.42,6.38,4.05
AA457508,0.45,Premium,F,SI2,WEST,936,61.5,61,4.95,4.9,3.03
AA246943,0.32,Ideal,F,VS2,EAST,828,61.1,57,4.44,4.4,2.7
AA91653,0.5,Good,E,VS2,EAST,1299,64.1,58,5.01,5.03,3.22
AA551268,0.41,Very Good,D,SI1,WEST,838,63,59,4.73,4.76,2.99
AA706512,1.2,Good,J,SI2,EAST,4659,63.3,54.4,6.72,6.78,4.27
AA603064,1.75,Premium,F,VS2,NORTH,17017,61.4,58,7.72,7.76,4.75
AA178371,1.52,Premium,G,VVS2,NORTH,15404,62.9,59,7.29,7.25,4.57
AA875640,0.4,Very Good,E,SI1,WEST,687,60.8,62,4.72,4.76,2.88
AA639639,1.61,Premium,H,SI1,NORTH,10942,62.5,58,7.51,7.46,4.68
AA581458,0.37,Ideal,F,VVS1,EAST,960,61.3,55,4.62,4.65,2.84
AA109450,0.41,Very Good,H,VS1,WEST,788,61.5,55,4.8,4.82,2.96
AA54130,0.52,Good,F,SI1,EAST,1244,63.8,56,5.07,5.12,3.25
AA940048,0.41,Ideal,E,VVS2,EAST,1187,62,56,4.72,4.76,2.94
AA983314,0.3,Ideal,E,VVS2,EAST,766,61.9,59,4.27,4.3,2.65
AA610339,1,Premium,D,VS1,NORTH,8333,61.9,55,6.4,6.36,3.95
AA823686,0.47,Ideal,D,VVS1,NORTH,2460,62.1,55,4.98,5.01,3.1
AA135626,0.31,Good,F,VS2,EAST,749,63.6,54,4.33,4.28,2.74
AA187982,1.21,Good,J,SI2,EAST,4824,61.1,60.8,6.83,6.89,4.18
AA584206,1.55,Premium,D,SI2,NORTH,11103,62,58,7.44,7.39,4.6
AA199542,0.41,Ideal,D,SI1,EAST,1015,62.3,55,4.79,4.77,2.98
AA913698,0.24,Very Good,F,SI1,WEST,404,60.9,61,4.02,4.03,2.45
AA764981,1,Good,H,SI1,EAST,4405,61.6,61,6.29,6.35,3.89
AA330225,0.41,Very Good,F,SI1,WEST,702,62.5,58,4.74,4.77,2.97
AA42501,0.23,Very Good,E,VVS1,WEST,472,61.8,59,3.89,3.91,2.41
AA298208,0.56,Premium,F,VVS2,EAST,2290,59.5,61,5.36,5.33,3.18
AA662076,1.59,Ideal,H,VS1,NORTH,12157,61.8,57,7.49,7.42,4.61
AA812458,0.7,Very Good,I,VVS2,EAST,2415,60.1,63,5.81,5.74,3.47
AA494489,0.7,Very Good,F,VS2,EAST,2400,58.9,57,5.79,5.85,3.43
